,patient_score,patient_online,educate,articleCount,spaceRepliedCount,totaldiagnosis,openSpaceTime,hot_num,hospitalName,keshi,good_at,introduction,doctor_title,doctor_id,doctorName,disease
0,1,1,教授,0篇,1位,1位,2016-03-20 00:31,3.5,哈尔滨医科大学附属第二医院,心血管内科,心内科各疾病的诊断、治疗和防预，冠心病、高血压病、心肌病、瓣膜病、心律失常、心衰的药物及电生理介入治疗,寇俊杰，男，主任医师，教授，心内科副主任，博士，硕士研究生导师。自1983年大学本科毕业，1993年博士研究生毕业，一直从事心血管病临床医疗、教学及科研工作。对工作认真负责，擅长冠心病、心律失常、高血压病、心力衰竭以及心血管疑难病等的药物治疗等。在省和国家级杂志发表论文20余篇，任黑龙江省老年医学研究会心内科首席中青年专家，东北高血压学会副主任委员，医促会心律心电全国委员，先后负责承担省科技厅基金3项、省教育厅1项、院重点基金项目1项，曾获省科技进步二等奖1项，省科技进步三等奖1项，黑龙江省教委科技进步一等奖1项，省卫生厅科技进步二等奖1项，多次获得院校优秀教学奖。,主任医师,42901,寇俊杰,gaoxueya
0,0,514,教授,0篇,514位,3位,2009-04-24 17:14,3.5,武汉大学人民医院,心血管内科,心脏疾病的介入治疗，如冠心病的经皮冠状动脉球囊成形术、快速性心律失常的射频消融治疗、缓慢性心律失常的起搏治疗、风湿性心脏病二尖瓣狭窄的球囊成形术、心肌病的化学消融治疗、肾动脉支架成形术以及先天性心脏病的介入治疗等,江洪，男，主任医师，教授，心内科主任，大内科主任，博士生导师，1958年11月生，医学博士，全国著名心脏病学专家。赛特勒优秀医师奖获得者，国务院政府特殊津贴专家，进入全国“百千万人才工程”。兼任中华医学会心电生理与起搏分会委员、中国生物医学工程学会心律分会委员、中国生物医学工程学会青年工作委员会委员、中国医师协会心血管医师分会委员、湖北省心电生理与起搏分会副主任委员、湖北省内科学会委员、武汉医学会心血管病分会副主任委员、武汉医学会青年医师学会副主任委员，《中国起搏与心电生理杂志》副总编辑，《中华心律失常学杂志》、《中国介入心脏病学杂志》、《临床心电学杂志》、《湖北临床医学杂志》、《临床内科杂志》、《医学新知杂志》、《心血管病学进展》等编委。武汉大学学术委员会委员。2011年度武汉大学医学部突出贡献奖。 　　承担国家自然科学基金、国家科技支撑计划、湖北省“九五”“十五”“十一五”科技攻关等研究课题20项，获国家科技进步二奖等奖2项、湖北省科技进步一奖等奖4项、二等奖7项、三等奖11项。在全国专业期刊发表论文200余篇，SCI收录50余篇，13篇获湖北省科技论文一等奖和二等奖；主编或参编专著10部；从事心脏病的介入治疗20余年，完成各种心脏病介入手术10000余例。 　　擅长于心脏疾病的介入治疗，如冠心病患者的支架治疗、心动过速的消融治疗和缓慢性心律失常的起搏治疗、先天性心脏病的介入治疗（不开刀）、二尖瓣狭窄球囊成形治疗、主动脉夹层的支架治疗、心肌病的同步起搏治疗等。因在心脏病介入治疗方面具有十分精湛的技术而成为全国同行公认的知名专家。,主任医师,36457,江洪,gaoxueya
0,1,0,教授,,,,,3.5,哈尔滨医科大学附属第一医院,心内科,冠心病、高血压病、心力衰竭等心血管内科疾病方面的诊治,孔一慧，女，主任医师，教授，心内科五病房副主任，1991年医疗本科毕业，2000年、2003年分别获心血管内科硕士、博士学位，2007年哈尔滨医科大学药学院博士后流动站出站。在国内核心期刊发表文章40余篇。主持省厅级科研课题8项，其中省科技厅重点项目1项；获科研成果6项，其中国家教委二等奖1项，高等学校科学技术二等奖1项，省科技进步二等奖2项，省科技进步三等奖1项，省卫生厅二等奖1项。参与编写人民卫生出版社出版的专业书籍1本。,主任医师,42900,孔一慧,gaoxueya
0,1,189,教授,0篇,189位,7位,2011-05-05 17:46,3.5,哈尔滨医科大学附属第二医院,心血管内科,高血压、冠心病、瓣膜病、心肌病、先心病、心律失常等疾病诊治，先心病及肺血管的介入治疗,"吴炳祥，男，出生日期：1964年4月29日 籍贯：佳木斯市政治面貌：中共党员 单位：哈尔滨医科大学附属第二医院心内科 学历：医学博士研究领域：先天性心脏病、肺动脉高压、肺栓塞及周围血管病 职称：教授、主任医师、硕士研究生导师 职务及社会兼职： 中华医学会心血管病学分会第十届委员会肺血管病学组副组长 哈尔滨医科大学附属第二医院心内五病区副主任 中国医师协会心血管内科医师分会先心病工作委员会委员 亚太心脏联盟结构性心脏病分会第一届委员会常委 中国医师协会心脏重症委员会委员 卫生部先心病介入培训基地导师 北京市自然基金评委 《国际循环》编委 《中华临床医师》杂志电子版审稿专家 个人履历 1981年--1986年哈尔滨医科大学医学学士 1986年—1989年哈尔滨医科大学医学硕士 1989年—1991年哈尔滨医科大学附属第一医院心血管内科医师 1991年—1994年哈尔滨医科大学医学博士 1994年—1997年哈尔滨医科大学附属第一医院心血管内科主治医师 1997年—2002年哈尔滨医科大学附属第一医院心血管内科副主任医师 2002年--2012年哈尔滨医科大学附属第一医院心血管内科主任医师 心血管内科三病房副主任 2012年10月-至今哈尔滨医科大学附属第二医院心血管内科主任医师 心血管内科六病区副主任 参加工作以来，一直工作在医疗、科研、教学第一线，对高血压、冠心病、心力衰竭和心律失常等心内科疾病的诊断、治疗有丰富的临床经验。1993年开始从事心脏病介入诊疗工作，能独立完成冠状动脉、心脏起搏及电生理的介入治疗。在国内率先开展了房扑的射频消融术及房颤的房室结改良消融术。 自2003年以来主攻先天性心脏病及周围血管疾病的介入治疗，开创性的开展了先天性心脏病（房间隔缺损、室间隔缺损、动脉导管未闭、肺动脉瓣狭窄及复合性先天性心脏病）、肥厚性梗阻型心肌病化学消融、肺动脉栓塞、肺高压、主动脉夹层及肾动脉狭窄等疾病的诊断及介入治疗工作，目前已完成先心病介入治疗1300余例，肺栓塞300余例，周围血管病200余例。多次受邀在长城国际心脏病会议、东方心脏病学术会议、全国结构性心脏病大会等心血管重大会议上发言及主持，并多次在全国各地肺动脉高压学习班中主持及讲座。 2007年受邀执笔编写“全国肺动脉高压筛查诊断与专家共识”、参与承办第十届全国介入心脏病学论坛，参会人员达2000余人。2009年受邀执笔编写“急性肺血栓栓塞症诊断及治疗专家共识”与“常见先天性心脏病介入治疗中国专家共识”，同年参与主办第五届北方介入心脏病学暨心血管诊疗新进展国际研讨会。2010年参与制定“中国肺动脉高压诊治指南”，同年成功举办首届北方肺动脉高压峰会论坛暨第一届北方肺动脉高压高级培训班，本次会议有幸邀请到了中华医学会心血管病分会主任委员胡大一教授，中国工程院院士杨宝峰校长，中华医学会心血管病学分会肺血管病学组组长荆志成教授，黑龙江省心血管病分会主任委员李为民教授等知名专家就肺动脉高压及右心衰竭的临床和基础相关热点问题进行系统和深入的的讨论。胡大一教授高度评价了本次会一对东北地区肺动脉高压诊治水平的提高作出的卓越贡献。会议还受到了心血管界前辈傅世英教授和黄永麟教授的充分肯定和赞誉；会议盛况空前，参会代表千余人，受到省内知名媒体新闻夜航等多家媒体的报导，是肺循环领域规模最大的区域性盛会，影响覆盖全省及周边省市。 2012年入职哈尔滨医科大学附属第二医院心内科以来，在继续从事先天性心脏病的介入诊疗工作同时，作为学科带头人，领衔开展了一系列针对肺动脉高压和肺栓塞等肺循环疾病的诊治工作，先后于2012年和2013年两次担任冰城国际心血管病论坛肺血管病论坛筹划人，冰城会作为东三省心血管领域有重要影响的学术盛会，有效推动了肺血管疾病领域的学术交流和发展，受到了多方面肯定。并借2013年冰城会举办之机承办了“中华医学会心血管病学分会第九届委员会肺血管病学组成立大会”。 在教学方面注重高层次人才培养，已培养硕士研究生21名，其中在读研究生5名。在带教期间兢兢业业，悉心指导，倾囊相授，1998年被授予哈尔滨医科大学“优秀教学名师”荣誉称号。多次帮扶周边医院开展先心病及肺循环的诊治工作。 在科研方面，已发表SCI论文三篇、国家级学术论文30余篇,主持黑龙江省自然科学基金项目1项、黑龙江省九•五科技攻关项目1项、做为协作单位参与卫生部医药卫生科技项目1项，国家十一五科技支撑计划协作项目2项，全国协作项目3项。1998年获省教育厅科技成果三等奖1项，2000年获省教育厅科技成果一等奖及省政府医药科技进步三等奖各1项，2006年获黑龙江省医疗卫生应用新技术三等奖1项、2007年获黑龙江省医疗卫生应用新技术三等奖2项。主编论著1部，参编论著3部，参编教材2部。",主任医师,42894,吴炳祥,gaoxueya
0,0,0,教授,,,,,3.5,哈尔滨医科大学附属第一医院,心内科,各种心脏病舒缩功能的无创研究；冠心病（心肌梗塞）、肺心病、高血压、心衰、心律失常、心肌疾病及各种疑难心脏病的诊断和内科治疗等,赵翠萍，女，主任医师，教授，心内七病房副主任，1985年考取心血管硕士研究生，1988年任医大二院心血管专业主治医师，1995年攻读我院心血管专业博士，1997年在医大二院晋升为副主任医师，1998年博士毕业后晋升为副教授，2002年博士后出站，晋升为主任医师。发表论文36篇，主持科研课题6项，其中国家自然科学基金1项；国家基金国际合作项目1项；省自然科学基金1项；市攻关课题1项；国家博士后基金课题1项；院基金课题1项。获省教委科技进步一等奖两项，省政府科技进步三等奖一项；省卫生厅科技进步一等奖，省政府科技进步三等奖，均为第一获奖人。著作一部，由黑龙江省科技出版社出版，为第二参编者。 国家自然科学基金和国家基金国际合作项目获得者，省中西医结合心血管专业委员会委员，省民盟卫生委员会委员，国家自然科学基金评审专家。 擅长对各种心脏病舒缩功能的无创研究；冠心病（心肌梗塞）、肺心病、高血压、心衰、心律失常、心肌疾病及各种疑难心脏病的诊断和内科治疗。对风心病的药物治疗和术前后的处理。心脏神经官能症的中西医结合治疗。对心脏细胞移植（骨髓干细胞心脏移植）治疗心肌梗死和各种肌源性心衰进行了深入研究并有独到见解。,主任医师,42888,赵翠萍,gaoxueya
0,0,0,教授,,,,,3.5,哈尔滨医科大学附属第一医院,心内科,动态血压动、态心电图与心率变异性,许冬秀，女，主任医师，教授，从事心内科工作，1985年毕业于哈尔滨医科大学并以优异成绩留校，1996年获硕士学位，1999年7月获博士学位，2000年晋升为副主任医师。在此期间共发表文章10余篇。目前承担黑龙江省自然科学基金《房颤与自主神经的关系》。在本专业范畴主要研究方向为无创技术方面：动态血压动、态心电图与心率变异性的研究。,主任医师,42887,许冬秀,gaoxueya
0,0,0,教授,,,,,3.5,哈尔滨医科大学附属第一医院,心内科,心血管病的介入治疗；心内起搏电生理,梁兆光，男，主任医师，教授，心内七病房主任，1985年毕业于哈尔滨医科大学获学士学位；1994年获哈医大心内科硕士学位；1998年获哈医大心内科专业博士学位。黑龙江中医药大学在读博士后。曾任哈医大心内科副教授。曾发表专业学术论文30余篇，撰写著作1本。 中华医学会黑龙江省分会心脏起博电生理专业委员会委员。其主要研究方向是心血管病的介入治疗。在冠心病、心率失常、先天性心脏病、周围血管病等介入治疗方面积累了丰富经验，可独立完成冠状动脉造影、周围血管造影、PTCA、PTA支架植入术、射频消融治疗各种心律失常和起搏器安装术。除此之外在心血管疾病药物治疗、疑难危重症抢救方面也有较高的造诣。,主任医师,42885,梁兆光,gaoxueya
0,1,25,教授,0篇,25位,0位,2009-08-30 12:11,3.5,中日友好医院,心脏内科,冠心病介入治疗，复杂冠心病的介入治疗，包括慢性完全闭塞病变等复杂冠心病的介入治疗；肥厚梗阻性心肌病酒精消融；,郑金刚，男，心脏科主任，心脏中心导管室负责人、复杂冠心病介入中心主任， 中国协和医科大学博士生导师，北京大学医学部博士生导师，主任医师，博士，博士后，亚洲分叉俱乐部成员、国家食品药品管理局创新器械评审专家、卫计委首批医疗管理服务指导专家库成员、北京大学医学部中日友好临床医学院学位委员会委员、中国医疗保健国际交流促进会心血管分会青年委员，北京医学会出血与凝血分会常委，北京医学会心血管病分会青年委员、北京医师协会心血管内科专科医师分会理事、科技部国际合作项目评审专家、《中华心血管病杂志》编委、中国循环杂志编委、《心脏》杂志审稿专家，冠心病介入沙龙成员、CIT工作组成员，中国介入心脏大会、中国心血管大会、南方心血管国际会议等大会主席团成员，北京杰凯心血管健康基金会学术委员。 学习工作经历：1999年硕士毕业于同济医科大学，2002年博士毕业于中国医学科学院、中国协和医科大学阜外心血管病医院，师从高润霖院士，并于阜外医院担任住院医师、总住院医师工作。2002年至2004年在康奈尔大学医学院从事博士后研究，2004-2005年于康州大学心脏中心获得工作签证。2005年底回国于中日友好医院心内科工作。曾与2007年于日本国立循环器中心、日本丰桥心脏中心研修复杂冠心病和冠状动脉慢性完全闭塞病变的介入治疗；2010年赴美国德克萨斯心脏学院学习。 专业特长： 担任心内科冠心病介入治疗组长、复杂冠心病介入治疗中心主任、结构心脏病学组组长。拥有丰富的临床经验，拥有数万例的介入操作经验，引领或开展多项复杂冠心病的介入术式，全面提升中日医院冠心病介入治疗水平；推动成立了心衰中心，并将心肌活检推广开展，用于指导心衰诊治；推动成立结构心脏病学血组，处于学科发展的前沿，开展复杂高危冠心病(CHIP）的介入治疗。 1、擅长冠心病介入治疗，尤其在冠状动脉慢性完全闭塞病变（CTO）造诣较深，为在北京全面开展慢性完全闭塞病变的介入治疗术者之一，开展逆向导丝、CART、REVERSE-CART、IVUS指导下开通闭塞病变，使我院在闭塞病变的介入治疗领域达到国内外先进水平，到阜外医院、郑州大学一附院、郑州心血管病医院、新疆医科大学一附院、唐山工人医院等近百家医院进行手术演示，牵头成立了北方CTO俱乐部，翻译并引进了首部CTO专著《冠状动脉慢性完全闭塞的介入治疗》。 2、全面开展分叉病变介入治疗，完全掌握分叉病变的各项术式。CRUSH、DK-CRUSH、CULOTTE等技术全面开展，使我院分叉病变技术全面提升。 3、在冠状动脉钙化病变的旋磨治疗有较深造诣。常规开展冠状动脉旋磨治疗。旋磨例数及成功率均达到北京市领先水平 4、在北京领先开展复杂高危冠心病的介入治疗，对于高危复杂病例，实现在ECMO支持下的介入治疗，使得原本失去手术机会的患者可以重获生机。 5、在中日医院首先开展心房颤动的左心耳封堵治疗预防脑卒中。 6、开展心肌活检，用于疑难心肌病的诊治 7、开展肥厚型心肌病酒精消融。 获2015年度首都十大杰出青年医师提名奖；2015年度中日友好医院首届辛育龄青年医师奖；获得2012年中国心血管医师学会全国介入病例大赛总冠军，2014年PUCC病例比赛第一名；2017年CIT最具教育意义病例。2017年第三届复杂病变病例大赛全国总冠军。2017年美国TCT会议挑战病例奖。多次参加TCT、AHA、国际心脏病年会、长城会议等国际会议，并发表相关成果，并曾特邀赴韩国汉阳大学医学院讲学和临床交流。曾获得2010年、2009年CIT全国经桡动脉介入精彩病例评比优秀奖；2008年长城会议优秀论文奖。 承担和参加国家自然科学基金各两项、参加北京市自然科学基金1项、863攻关课题1项，承担院重点学科课题1项。在国内外发表论文、摘要40余篇，其中在《JournalofExperimentalMedicine》、《CirculationResearch》、《AmericanJournalofPhysiology》等SCI发表论文10篇，，主编译国内外首部关于慢性完全闭塞病变介入治疗的专著《心血管慢性完全闭塞病变介入治疗》，主编完成88.5万字的我国首部《心血管疾病和药物基因组学》专著。承担获参加国家自然科学基金等课题5项，主编专著两部。,主任医师,239911,郑金刚,gaoxueya
0,4,366,,33篇,366位,5位,2008-12-02 20:04,3.5,首都医科大学附属北京安贞医院,心脏外科中心,成人心脏外科：瓣膜病、特别是瓣膜修复手术、微创介入瓣膜技术、主动脉瓣狭窄微创TAVI、主动脉瓣关闭不全微创TAVI、生物瓣毁损不开刀介入技术等、房颤外科治疗、微创心脏外科手术、心脏移植 国内首例二尖瓣生物瓣毁损微创介入瓣中瓣技术，国内首例三尖瓣生物瓣毁损微创介入瓣中瓣技术，国内首例心尖穿刺双瓣置换（二尖瓣毁损加主瓣反流）技术,张海波，北京安贞医院心外科主任医师、博士导师、九病区副主任，兼任中华胸心血管外科杂志兼职编辑、中国医药杂志兼职编辑、中国医师协会心外分会瓣膜病学术委员会秘书长、中国医师协会全国委员兼结构性脏病委员会副主委、房颤委员会副主委，首都医科大学临床心脏外科学系委员、中华医学会胸心外科协会青委、亚洲心脏瓣膜学会常委兼中国分会秘书长、国际心肺移植协会委员。2002年哈尔滨医科大学博士毕业，导师夏求明教授，课题研究在美国洛杉机加州大学完成。临床研究瓣膜修复、TAVI等介入微创瓣膜手术、ECMO辅助、心脏移植、房颤、心衰CRT治疗等。多次承担全国和地区学术会议组织筹备工作。发表论文40篇，多次全国会议报告，多次参加国际会议和新技术培训，国际会议大会报告9次。其中2006年代表中国卫生部参加WHO国际器官捐献合作交流会议，并作中国器官移植管理条例介绍报告。主编书籍1部，参编6部，主持国自然基金、北京市优秀人才基金、北自然基金、首都特色研究等十余项，参加国际和国家级课题4项。曾获得省部级奖励2项、“吴英恺青年医学科研进步一等奖”、中国医师协会青年医师杏林奖一等奖、北京市优秀青年知识分子。,主任医师,234207,张海波,gaoxueya
0,0,2896,教授,12篇,2896位,0位,2008-09-16 18:20,3.5,辽宁省人民医院,心血管内科,心血管疾病及相关联疾病的循证治疗等。,孔宏亮，男，主任医师，教授，【心血管】内科学博士，硕导，目前供职于辽宁省人民医院心脏中心，CCU主任。擅长心血管疾病和其边缘疾病的诊治，专攻心力衰竭、高血压、冠心病、心律失常等的“个体化”诊疗。临床上，督促患者（家属）对其疾病充分认知，并合理用药和/或相应介入治疗等，从而实现更佳的花费-效益比，使患者充分获益。,主任医师,218380,孔宏亮,gaoxueya
0,1,0,,,,,,3.5,中国人民解放军总医院第一医学中心中国人民解放军总医院海南医院,心血管内科心血管内科,各类起搏器、转复除颤器（ICD）、心衰再同步化起搏器（CRT）植入、希浦系统生理性起搏及各类起搏器术后管理，冠心病支架植入及心理失常的药物和射频消融治疗。,张玉霄，女，51岁，中国人民中国人民解放军总医院(301医院)心血管内科医学博士主任医师，佳木斯大学硕士研究生导师，从事心血管内科临床工作30年、心脏病介入治疗工作24年。能熟练处理和解决高血压、急性心肌梗死、急慢性心力衰竭、心律失常及心肌病等常见心血管病的急危重症情况，能高质量完成冠心病支架植入、各类起搏器植入手术。 学术任职 担任《实用医药杂志》、《中华老年多器官疾病杂志》、《中华医学杂志》、《中华老年多器官疾病杂志》编委、通讯编委和审稿人，中华医学会健康管理分会城市社区全科医生培训讲师、中国社会工作联合会医务社会工作专业委员会副主任委员、中国健康促进基金会社会办医发展（专项）基金专家委员会副主任委员、中华志愿者协会医疗专家委员会常委、中华医学会起搏电生理学会女医师联盟委员、国家药品食品监督管理局生物医疗领域器械评审专家。 学术研究 发表论文40余篇，其中Medline收录2篇、SCI收录9篇；主编著作1部、副主编著作2部、参编著作6部、参译著作1部；作为课题组长和副组长承担全军重大项目、中科院重大创新项目、解放军总医院临床科研扶持基金、内蒙古卫生厅A类科研课题和“863”分课题等6项，以主研人参加国家自然科学基金3项、全军后勤重点项目1项、北京市自然科学基金1项；获全军医疗成果二等奖、科技进步二等奖、解放军总医院科技进步二等奖和医疗成果二等奖共5项；获发明专利2项（其中一项转让）、实用新型专利7项。 教育培训 毕业于解放军军医进修学院，医学博士。,主任医师,194584,张玉霄,gaoxueya
0,28,10965,教授,14篇,10965位,936位,2010-02-27 21:20,3.8,首都医科大学宣武医院首都医科大学宣武医院首都医科大学宣武医院,神经外科脑缺血外科介入放射诊断治疗中心,脑血管病专业，擅长脑梗塞所有的手术和支架治疗，包括颈动脉狭窄、脑血管狭窄、烟雾病等,焦力群，男，主任医师，教授，博士生导师；宣武医院介入放射科主任、神经外科副主任兼缺血性脑血管病区主任，专长于脑血管病专业。 主要进行脑血管病的外科和支架治疗，包括颈动脉内膜剥脱手术、颈动脉支架、颅内动脉支架、颅内外动脉搭桥手术等。 统率国内唯一的缺血性脑血管病神经外科团队，不仅在国内是最大、经验最为丰富的脑梗塞外科和介入中心，在国际上也是名列前茅，每年仅在宣武医院即完成各类支架1500余例，颈动脉内膜剥脱手术和搭桥手术500余例，每年手术的并发症发生率仅1%左右，疗效居国际领先。作为国家卫健委颈动脉狭窄治疗的培训中心，帮助全国百余家医院培养了大量的人才，并制订国家级的手术指导规范。 国家重点研发计划首席科学家 国家卫健委脑缺血外科专家委员会主委 国家卫健委脑缺血介入专家委员会副主委,主任医师,192515,焦力群,gaoxueya
0,0,0,教授,,,,,3.5,中南大学湘雅二医院,心血管内科,冠心病、高血压、心力衰竭、心脏康复心律失常,中南大学湘雅二医院心内科主任医师，博士生导师。湖南省健康教育专家。湖南省科技骨干人才，中南大学三十佳教师。目前担任中国康复医学会心血管专业委员会委员；湖南省康复医学会心血管病专业委员会第四届委员会副主任委员；湖南省病理生理学会常务委员；湖南省内科学会委员；中国生物医学工程学会体外反搏分会中国老年学学会心脑血管病专业委员会体外反搏专业委员会委员；湖南省健康管理学会心血管健康促进与康复专业委员会委员；湖南省女医师协会女性心血管疾病防治专业委员会会员；湖南省医学会心血管病专业委员会心力衰竭学组、高血压学组委员；中国中医药研究促进会中西医结合心血管病预防与康复专业委员会潇湘医派心脏康复专家委员会委员；美国心脏病协会(AHA)会员，多项国际SCI权威期刊审稿专家。主持国家自然科学基金4项、教育部新世纪人才计划1项、湖南省自然科学基金1项，主持中南大学慢性心力衰竭临床数据库。参与美国心脏病协会(AHA)基金、卫生部临床重点项目等科研课题10余项。发表论文100余篇；主参编著作10余部；获教育部、卫生部、省科技厅科技成果奖4项，参编专著10部。,主任医师,190080,许丹焰,gaoxueya
0,0,0,教授,,,,,3.5,西安交通大学第一附属医院,心血管内科,高血压、高血压急症、冠心病、急性心梗、心律失常、心脏骤停的抢救、急性心功不全、病毒性心肌炎、心肌病、缩窄性心包炎、心脏肿瘤、围手术期,王文茂，男，主任医师、教授、研究生导师。国内著名心血管疾病治疗专家，享受国务院政府特殊津贴专家。 1959年毕业于原西安医学院医疗系，同年留校并任教于第一附属医院心血管内科。长期从事心脏内科的临床与教学、科研工作。对高血压、高血压急症、冠心病、急性心梗、心律失常、心脏骤停的抢救、急性心功不全、病毒性心肌炎、心肌病、缩窄性心包炎、心脏肿瘤、围手术期处理有丰富的临床经验和造诣。首次提出低血容量性心力衰竭的概念，率先开展血液动力学心导管检查，冠状动脉介入检查、治疗和心脏腔内电生理检查及射频消融治疗。 目前已培养硕士研究生20余人，在国内外期刊上发表论文52篇。参编专著三部，获卫生部科技进步二等奖一项。多次参加国内外的临床及学术交流，多次组织临床教学评估工作。,主任医师,182212,王文茂,gaoxueya
0,4,359,教授,0篇,359位,38位,2013-12-06 18:23,3.5,中国医学科学院阜外医院,心血管内科,冠心病的介入诊治，已完成千余例冠状动脉腔内成形术和支架植入术,乔树宾，男，冠心病诊治中心主任医师，教授，博士生导师，1961年5月出生，河北省人。1983年毕业于河北医科大学医学系，获学士学位，1989年西安医科大学获硕士学位，1993年中国协和医科大学获博士学位。曾在河北省医院内科任住院医师、总住院医师及主治医师。1993起在阜外心血管病医院心内科任主治医师，副主任医师及副教授，1999晋升为主任医师，教授。1999年批准为硕士生导师，培养硕士生3名；2003年为博士生导师。曾先后在日本湘南镰仓综合病院，澳大利亚墨尔本Epworth&BoxHill医院和新加坡总医院SingporeHeartCenter研修冠心病介入诊断和治疗，以后又在荷兰和加拿大进修冠心病介入诊治。 从1983年开始从事大内科工作，1987年从事心内科至今，始终在临床一线，熟悉和掌握了心内科常见病、多发病和急、危、重症病人的诊治。工作重点为冠心病的介入诊治，已完成千余例冠状动脉腔内成形术和支架植入术，独立应用介入治疗抢救急性心肌梗塞和心原性休克，并在该方面发表多篇论文。擅长经桡动脉途径行冠状动脉介入诊治，（经桡动脉途径进行冠状动脉介入治疗-附417例应用。中国循环杂志，2002；17（suppl）：12-14。经桡动脉途径进行冠状动脉介入治疗。中华心血管病杂志，2002；30（suppl）：114-116）。指导多家医院开展冠状动脉介入治疗。 冠心病科研工作，承担“冠心病早期诊断及疗效评估”课题的研究，2002年因“化学消融治疗肥厚梗阻性心肌病”（第三作者），获国家科技进步二等奖。完成“补救性PTCA治疗急性心肌梗塞”的临床研究（中华心血管病杂志），获99年度院级临床医疗成果一等奖。完成“PTCA并发急性血管闭塞”的临床研究，获中国99`介入医学论坛优秀论文奖。先后发表科技论文60余篇，其中以第一作者发表30余篇，参加专业书籍的编写10余部。,主任医师,169333,乔树宾,gaoxueya
0,0,7,教授,0篇,7位,3位,2015-04-26 20:25,3.5,哈尔滨医科大学附属第二医院,心血管内科,心律失常的药物和介入治疗，如室上速，房扑，房颤的射频消融术以及单双腔起搏器，ICD，CRTD的植入等。对心内科常见疾病心力衰竭，高血压、冠心病、心肌病等有二十余年的临床经验,栾颖，女，主任医师，教授，硕士生导师，2003年获得哈尔滨医科大学内科学（心血管）硕士学位，2006年获哈尔滨医科大学医学博士学位。自2003年至今一直在哈医大二院心内科从事临床工作，从事心内科工作13年来在心血管内科的临床、介入、教学、科研等方面有丰富的理论、经验和显著的成果。2007年开始从事心律失常介入工作，主要从事心律失常临床诊断治疗及研究工作，包括药物治疗、起搏器的植入治疗及室上性心律失常的射频消融治疗等，科研方面，发表SCI文章以及在国内核心期刊发表文章十余篇。目前承担国家自然基金一项，黑龙江省科学基金课题一项，黑龙江省教育厅课题一项，主持负责院博士课题基金一项，专著一部。,主任医师,150575,栾颖,gaoxueya
0,0,6,教授,0篇,6位,0位,2009-04-17 18:37,3.5,哈尔滨医科大学附属第一医院,心内科,冠心病、高血压、心肌病、心肌炎、心力衰竭、心律失常、感染性心内膜炎等疾病的诊断治疗,赵德超，女，主任医师，教授，病房副主任，博士后，硕士生导师，二十余年以临床、教学、科研工作为基础，熟练掌握了心内科常见病、疑难病的诊治，对心内科急重症的抢救有较丰富的经验。熟练掌握冠心病及起搏电生理介入治疗。对于冠心病、心肌疾病、心律失常的防治有丰富经验。 承担硕士生、七年制、本科等多层次的大课授课及临床实习教学任务，连续多年获得院优秀教师称号。承担省级课题三项、院课题一项，参加国家课题一项，获得2006年黑龙江省高校科技成果一等奖、2006年黑龙江省政府科技进步二等奖、2007黑龙江省高校科技进步二等奖各一项，发表SCI收录论文2篇，在国家核心期刊发表论文20余篇，多次被评为院优秀科技工作者、获得院优秀共产党员称号。参编《急诊医学》及《心肌病学》。,主任医师,150558,赵德超,gaoxueya
0,0,2322,副教授,38篇,2322位,486位,2011-06-26 12:52,3.5,四川大学华西医院,心脏内科,心律失常，尤其擅长房颤、室速（包括复杂病理性室速）、房速、房扑（包括先心病术后复杂瘢痕依赖性房速）阵发性室上速、房早、室早的射频消融；肺动脉高压的诊断与治疗；冠心病的诊治；心力衰竭的诊治；难治性高血压的诊治、擅长复杂心血管疾病的诊断及治疗。,崔凯军，心脏内科主任医师，博士研究生导师，中华医学会心电生理及起搏分会青年委员，中国生物医学工程学会心律分会青年委员，四川省预防医学会慢性非传染性疾病预防与控制分会常务委员，四川省康复医学心血管分会委员，卫计委介入培训导师。美国心脏协会（AmericanHeartAssociation）、美国卒中协会（AmericanStrokeAssociation）、欧洲心脏病学会(ESC)、欧洲心脏节律协会(EHRA)、欧洲心力衰竭协会（HFAofESC）会员。医学博士，1998年留校工作至今，历任住院医师、住院总医师、副主任医师、医疗组长。曾在德国汉堡AsklepiosSt.Georg医院电生理中心进修。为华西医院房颤镶嵌消融治疗学组负责人，肺动脉高压学组负责人。负责多项省科委、卫生厅及国家自然科学基金项目。,主任医师,139640,崔凯军,gaoxueya
0,0,1,教授,1篇,1位,0位,2015-12-10 14:18,3.5,北部战区总医院,心血管内科,缓慢心律失常的永久起搏治疗；恶性快速室性心律失常的埋藏式自动转复除颤起搏器植入术治疗；尤其在心力衰竭患者的心脏再同步起搏治疗方面有突出建树，在国际上首次提出并验证了电生理标测优化左室导线植入能提高心脏再同步疗效（见发表文章）。精通室上性心动过速、室性心动过速及房性心动过速的电生理诊断及射频导管消融治疗。,梁延春，男，主任医师，医学博士，硕士生导师，主要从事缓慢心律失常的永久起搏治疗；恶性快速室性心律失常的埋藏式自动转复除颤起搏器植入术治疗；尤其在心力衰竭患者的心脏再同步起搏治疗方面有突出建树，在国际上首次提出并验证了电生理标测优化左室导线植入能提高心脏再同步疗效（见发表文章）。精通室上性心动过速、室性心动过速及房性心动过速的电生理诊断及射频导管消融治疗。发表论文60篇。,主任医师,138710,梁延春,gaoxueya
